Song Title,Artist,Release Date,Angella,Favorites,Pace: Upbeat,Pace: Medium,Pace: Slow,Sing-Along,Love Song,Processional Ideas,Recessional Ideas,First Dance,Father/Daughter,Mother/Son,Folk,Pop,Country,Rock,Indie,Alternative, Reggae,Soul,Funk,Punk,Acoustic,R&B,Children,Blues,Jazz,Dance,International,Rap,Religious,Vocal,Hip Hop,Singer-Songwriter,Bluegrass,Jam,Classical,Link
Breakdown,Jack Johnson,3/1/2005,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f6cdd467-c606-4dd3-adab-bb84ee93cc71/
Cookie Jar,Jack Johnson,5/6/2003,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a846a66e-027d-414d-a410-20e06f577211/
Dreams Be Dreams,Jack Johnson,5/6/2003,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/81de55eb-ae03-47a7-9d77-8cbd110d4174/
Holes To Heaven,Jack Johnson,5/6/2003,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8562431e-4a01-4711-9f83-bff180366480/
Inaudible Melodies,Jack Johnson,2/1/2001,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/201d9098-fbe4-4312-8f04-5cbd1b86732a/
No Other Way,Jack Johnson,3/1/2005,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3afd2ca3-0762-4b3d-aa50-32272ebeaba5/
Posters,Jack Johnson,2/1/2001,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/996ad6c0-2e26-4140-a5d5-e85f2a0ede98/
Sexy Plexi,Jack Johnson,2/1/2001,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5c0279db-c4a2-4b0e-859a-95abfcae3fce/
Sitting Waiting Wishing,Jack Johnson,3/1/2005,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/35bb545d-9abd-43f8-8f63-1c3ead86ba9d/
Supposed to be,Jack Johnson,2/7/2006,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0162a1b2-3cf9-4c96-9aa4-3fd7cb43d49d/
Taylor,Jack Johnson,5/6/2003,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/aa15b955-1fd1-4440-8d87-35a459fe0f3e/
Times Like These,Jack Johnson,5/6/2003,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c79639e6-b4c6-492b-ad12-f2aa57e53800/
What You Thought You Need,Jack Johnson,2/5/2008,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7699a7ab-4d62-4c23-844d-95ced2d9b669/
Country Road,James Taylor,2/1/1970,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0190b5af-b5d6-40ad-8905-a8a5ae4f4a95/
Mexico,James Taylor,5/1/1975,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/db3f041e-8878-4153-be1d-8639866b005a/
You Can Close Your Eyes,James Taylor,3/16/1971,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4a999099-b3c6-482d-a4c5-e93a315de221/
0% Interest,Jason Mraz,8/30/2001,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e2ec353f-d984-45bc-9c12-df6a039c7407/
Everything Is Sound,Jason Mraz,4/13/2012,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9b1b7851-6220-4d41-9917-7973cb106c26/
Hello You Beautiful Thing,Jason Mraz,7/11/2014,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/832dba35-86e4-4616-ab5a-b902083ba153/
The Remedy (I Won't Worry),Jason Mraz,3/11/2003,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/cdac2151-f523-4584-88e0-cac061dda225/
Price Tag,Jessie J,1/25/2011,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4f5bbcdf-d208-488b-b7d5-fec2de39f107/
Come Monday,Jimmy Buffett,2/1/1974,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e9ac61df-16b1-425d-8dbb-10916ffbd18a/
Pachelbel's Canon (Canon in D),Johann Pachelbel,1/1/1960,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,https://www.evernote.com/shard/s3/nl/584496/535177ac-c181-4fda-ade8-1074ec80b358/
Island Style (feat. Jackson Browne),John Cruz,1/1/1996,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/832caecd-ba7b-44dd-bb95-625cace1a995/
Beautiful Boy,John Lennon,4/11/1981,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2669c4ca-4b68-461a-a5c4-ffdf0f00edcd/
Comfortable,John Mayer,9/24/1999,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/db863f50-3ae6-443e-9f0d-034921e4c4be/
I guess I just feel like,John Mayer,1/1/2019,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Slow Dancing In A Burning Room,John Mayer,9/12/2006,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7de8a5c3-e2a6-4efd-a20c-557ea5cce69b/
Who Says,John Mayer,10/13/2009,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5af99e82-33b6-402c-a284-8034407e25d4/
River,Joni Mitchell,6/1/1971,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2acaaec5-5413-4150-bd3c-6c394222b0d6/
Singles You Up,Jordan Davis,6/6/2017,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/291c473c-b5a8-41af-a2d5-f3b73bbb1ca1/
Homecoming,Josh Ritter,10/16/2015,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f1fdcd21-9a5c-4b5c-bee0-c5d6a9d79a3a/
Blow Away,Joshua Radin,9/9/2008,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3f7bb700-643a-445d-b9d4-e7b15247a237/
Kicking Da Leaves,Judah & the Lion,1/1/2014,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pictures (feat. Kacey Musgraves),Judah & the Lion,1/1/2019,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fb1284df-ec9e-464c-98c5-6fac51772af8/
Cathedrals ,Jump Little Children,9/1/1998,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d3229f38-0f27-40cc-9975-e633f0d76970/
Can't Stop the Feeling,Justin Timberlake,5/6/2016,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2313b448-7a10-4924-b075-473ab27020ff/
Waving Flag,K'Naan,3/18/2009,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/47622efb-73bf-4c94-9546-421c9051ef4c/
Biscuits,Kacey Musgraves,3/16/2015,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/15085a88-dd2c-430c-af49-208c4aabc13a/
Somebody To Love,Kacey Musgraves,6/23/2015,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d08f8aa9-1424-410e-b3e7-7e83176583f5/
Velvet Elvis,Kacey Musgraves,3/30/2018,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
All The Pretty Girls,Kaleo,6/10/2016,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0ea92df9-012e-47df-83b6-53024e8bac74/
Dark Horse,Katy Perry,12/13/2017,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/037db8cf-baad-474f-b4d0-f7f68575e992/
Roar,Katy Perry,8/10/2013,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a863ff30-2bd7-4e04-8141-d24de9a7246f/
Blue Ain't Your Color,Keith Urban,8/8/2016,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/434a4fec-f1ea-44a4-aca6-733088b7c0b9/
Misread,Kings Of Convenience,6/21/2004,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/41f2a491-4901-4d55-baf3-dae72b2ef340/
Use Somebody,Kings Of Leon,12/9/2008,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9ee0d47b-e550-4d08-99ea-a0bc6a988da4/
Lava,Kuana Torres Kahle,6/14/2014,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0dc33715-b64d-48e1-9967-3108efa50dc3/
Compass,Lady Antebellum,10/14/2013,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f9bf3a58-8f09-4ba2-b635-c36dbbec9b96/
Bad Romance,Lady Gaga,10/26/2009,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7c300f1e-083d-421c-92a4-d039476e1958/
Tangerine,Led Zeppelin,10/5/1970,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/80d6a6d3-075b-43da-8383-28496ad519e7/
I Don't Dance,Lee Brice,2/18/2014,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/111fb344-8bb7-466e-8a84-8acb15fd3194/
You and Me,Lifehouse,1/28/2005,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c86fcd8d-deb7-430f-87a6-7b411c1f55fe/
What'll I Do,Lisa Hannigan,9/20/2011,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1e1116bd-fb8e-4dad-8cf6-3d4cfbefbcd6/
Ends Of The Earth,Lord Huron,10/9/2012,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bc8c1aa5-b065-49e9-b144-b2445f398d3d/
Perfect Day,Lou Reed,11/1/1972,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1665a04a-6a9c-442d-a190-2fd1f079bf05/
Daughter,Loudon Wainwright III,5/22/2007,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/deb33df6-db48-41f5-abf7-5491eef7df5e/
Summer in the city,Lovin' Spoonful,7/4/1966,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Subversives,Lowest Of The Low,12/10/1991,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2432dcbc-8ad0-4785-b29e-a8a38321fbb1/
I got away with you,Luke Combs,1/1/2018,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Light On,Maggie Rogers,1/18/2019,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1b983380-6ef4-45fb-997c-7db793df9df1/
Sex and Candy,Marcy Playground,11/4/1997,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d699c125-0bc5-4d37-b0bb-584c3d630b89/
True Companion,Mark Cohn,2/12/1991,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/de53eac5-18cf-40d6-98cf-516f3657b847/
Payphone,Maroon 5,4/15/2012,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/19b8664d-3ee4-4fa5-bb03-f51e4b98fa8f/
Ships In The Night,Mat Kearney,8/2/2011,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/911808d0-719e-459d-be92-b7b6db042b0f/
One Day,Matisyahu,6/23/2009,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/53e0e430-e280-4cee-830e-05efc8db34a6/
Let Me Down Easy,Max Frost,2/3/2015,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/91c521ad-b98a-48d4-accc-a80d7d26f0da/
All about that bass,Meghan Trainor,6/30/2014,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9761d05e-ac9f-42ee-8ab7-5cd6c73e48b9/
Friends,Meghan Trainor,5/6/2016,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ec248f97-d182-4877-9963-3f5ccc0f79d7/
Down under,Men at work,11/2/1981,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Married Life (Theme to Up),Michael Giacchino,1/1/2009,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,https://www.evernote.com/shard/s3/nl/584496/18036ef9-e448-45c8-b967-fbeaaa6cdee3/
I'm Getting Ready,Michael Kiwanuka,7/24/2011,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/89c3d3a1-8900-46a0-9b81-b7765e86b2a9/
Simple and Sober,Mike + Ruthy Band,1/1/2015,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e2951d52-6a58-41a6-ac83-a78c74e2b5a0/
I Took A Pill In Ibiza,Mike Posner,7/24/2015,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/555be9b5-7d0c-4301-836a-9156d6ea9d49/
We Can't Stop,Miley Cyrus,6/3/2013,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5320918c-f68c-43cb-a359-e8779e1b34f5/
Wrecking Ball,Miley Cyrus,8/25/2013,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d19e3763-d990-4ef8-974d-47d1316732f5/
Whisper In Her Ear,Milk Carton Kids,1/1/2013,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/43a4fd94-5cdd-42e9-9b93-8c7f463c174c/
Daydream Believer ,Monkees,4/22/1968,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e7fdefdd-68ea-4dd4-8848-d619e700dd9c/
The Cave,Mumford and Sons,2/26/2010,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8cc0d3a1-a8b8-4998-b9d8-9d8f3e88c4d2/
White Blank Page,Mumford and Sons,10/2/2009,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,https://www.evernote.com/shard/s3/nl/584496/353b1ccc-43da-4e99-8fba-87889375b291/
Winter Winds,Mumford and Sons,10/2/2009,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,https://www.evernote.com/shard/s3/nl/584496/5974b304-a68a-4045-b970-c4435b603db0/
Tus Pies (Your Feet),Nahko & Medecine For The People,1/1/2016,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b292ced8-ec38-4ead-91c9-8c12ce112509/
L.O.V.E.,Nat King Cole,6/3/1964,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8e9d6c08-359a-408f-9758-4ce9c9dcc842/
Heart Of Gold,Neil Young,2/14/1972,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/761bab10-ba25-4c58-a992-0f5ee197ae97/
Only love can break your heart,Neil Young,9/19/1970,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Northern Sky,Nick Drake,11/1/1997,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2b2d1f19-efe2-4314-8a90-a45e2871a309/
Heart-Shaped Box,Nirvana,8/30/1993,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/96925d53-00a5-4deb-ab7f-22525bdc0ba8/
Story Of My Life,One Direction,10/25/2013,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a903d03f-edbc-401f-8b4e-b1b4e1f0a5c8/
High Hopes,Panic at the disco,5/23/2018,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
American Tune,Paul Simon,5/5/1973,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/62fd1d1e-084a-4672-80ff-2053a94a6730/
Boy In The Bubble,Paul Simon,8/25/1986,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/34c76a58-31d2-4cb1-9183-18af429aa9f9/
Duncan,Paul Simon,1/24/1972,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bd923cad-64d7-4175-a900-d7d12724be11/
God Bless The Absentee,Paul Simon,8/1/1980,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/44ade4c8-b3fd-4082-991f-2f43d9a6e8a4/
Hearts and Bones,Paul Simon,11/4/1983,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
